,product_id,product_name,category_id,no_orders
706,32560,Live Poultry Transport Crate (with Sliding Access Door),880,0
705,32557,Layers Mash (FACCO Brand) - 25kg Bag,2701,0
704,32553,Broiler Finisher Mash (FACCO Brand) - 25kg Bag,2701,0
703,32550,Starter Mash for Broiler Chicks (FACCO Brand) - 25kg Bag,2701,0
702,32485,TopFeed Starter Feed for Broiler Chicks (Mash | Crumbles) - 25kg Bag,2701,0
701,32465,Topfeed Concentrates (Grower | Layer) - 25kg Bag,2701,0
700,32446,TopFeed Aqua (Floating Feed Pellets for Tilapia) - 15kg,4124,0
699,32359,Chick Feed (Mash | Crumbles) - 25kg Bag,2701,0
698,32490,Topfeed for Layers (Mash | Crumbles) - 25kg Bag,2701,0
697,32353,Poultry Grower Feed (Mash | Crumbles | TopFeed Brand) - 25kg Bag,2701,0
696,32290,PT 310 Platform Scale with GK M Indicator (3000kg Capacity | 100cm x 100cm Platform Size),880,0
695,32284,PT 310 Platform Scale with GK Indicator (3000kg Capacity | 100cm x 100cm Platform Size),880,0
694,32277,GFK 300M Bench/Floor Weighing Scale (300kg Capacity | 90 x 60cm Pan Size),880,0
693,32265,CPWplus 300L  Bench/Floor Weighing Scale (300kg Capacity | 90 x 60cm Pan Size),880,0
692,32243,Electronic Platform Scale for Large Livestock (Model H500 | Weigh-Tronix ZM201 Digital Indicator | 1000kg Capacity | Platform Size: 2.4m X 1.3m),880,0
691,32235,PoxTreat for Poultry-100g,2840,0
690,32222,Complete Artificial Insemination Kit for Cattle (with Plastic Case and MT30/54 Thawing Unit),880,0
689,31913,Atraforce Powder (Selective/Systemic Herbicide | 80% WP Atrazine) -1kg,2856,0
688,31912,"Day One (Paraquat, Non-Selective Contact Herbicide) 1L",2856,0
687,31894,BlueCrown Extruded Fish Feed (15kg),4124,0
686,31886,EcoFloat Extruded Catfish Feed (15kg),4124,0
685,31854,Layer Production Concentrate (with Colourant | Agricare Brand) - 25Kg Bag,4104,0
684,31845,Commercial Broiler+Broiler Breeder Premix (Agricare Brand) - (2.5 kg |25Kg Bags),4105,0
683,31827,Plastic Feeder For Poultry (Hanging Type | 5-10kg Feed Capacity),880,0
682,31819,Bell Drinker for Poultry (Hanging Type | Deep Litter Birds | Indian Model),880,0
681,31777,Automatic Nipple Drinker for Poultry (with Drip Cup),880,0
680,31776,Automatic Nipple Drinker with Drip Cup (Yellow/Red),880,0
679,31707,Bell Drinker for Poultry Chicks,3455,0
678,31702,G-Kill Flame Gun (Gas-Powered | Carbon Flame | Disinfection/Sterilization/Flame-Weeding),880,0
677,49327,Killing Cones for Poultry Processing (Stainless Steel | 12/15 Birds Capacity),880,0
676,48637,PPS Eggron (Feed Additive For Breeder and Commercial Layers),2842,0
675,48633,PPS Aqua-Guard (30 Tablets | Disinfectant | Sanitizer),2841,0
674,48436,Ear Tag for Small Ruminants (Pack of 100),2731,0
673,47831,Automatic Chicken Cup Drinkers (Screw Type),3034,0
672,47733,Bell Drinker for Poultry (Hanging Type | Deep Litter Birds | Indian Model),880,0
671,31656,Layer-2 Mash (Chikun Feed | 45 Weeks Post-Peak) - 25kg Bag,2701,0
670,31653,Layer-1 Mash (Chikun Feed | 19-45 Weeks) - 25kg Bag,2701,0
669,31652,Grower Mash for Pullets/Layers (Chikun Feed) - 25kg Bag,2701,0
668,31648,Chick Mash for Pullets (Chikun Feed) - 25kg Bag,2701,0
667,31646,Finisher Mash for Broilers (Chikun Feed) - 25kg Bag,2701,0
666,31639,Clarias gariepinus Broodstock (Mature Males and Females),876,0
665,31628,Starter Mash for Broilers (Chikun Feed) - 25kg Bag,2701,0
664,31626,Super Starter Mash for Broilers (Chikun Feed) - 25kg Bag,2701,0
663,31571,Sarosate (Weedkiller | Systemic Herbicide) -1L,2856,0
662,31565,ButaForce®(Pre-Emergence | Selective | Systemic Herbicide) -1L,2856,0
661,31524,DiCalcium Phosphate DCP - Feed Grade (50kg),2842,0
660,31512,Aquarium (High Capacity Fish Tank with Accessories),968,0
659,31321,Blood Parrot Cichlid Cross (Ornamental Fish for Aquarium),876,0
658,31304,Shubunkin Goldfish (Ornamental Fish for Aquarium),876,0
657,31303,500kg Weigh Scale (Digital | Platform Type),880,0
656,31011,Electric Beak Trimmer (Handheld Debeaker),880,0
655,31007,Cox Ampro-S (Golden V Anticoccidial Powder) - 100g,2859,0
654,30993,Golden V Multivitamin | Amino Acids | - 100g,2839,0
653,30989,Golden V Multivitamin | Minerals | Amino Acids | - 1 Litre,2839,0
652,30953,KEDPRO Adjustable Automatic Injector - 2ml,880,0
651,30948,WANDA 2 Tier Battery Cage with Aluminum Feeder [80 Birds],880,0
650,30905,Mini Incubator for 180 Chicken Eggs/8 Ostrich Eggs Capacity (138W-220VAC-50Hz | Adapted for Electricity/Solar Power | 75AH Battery) Locally Fabricated Model,880,0
649,30829,Massacre (Chlorpyrifos 20% | 1 Litre Insecticide),2857,0
648,30825,Sultrimix (Injectable Antibiotic for Livestock) 100ml,2840,0
647,30807,Quinoprim (Water Soluble Antibiotic/Anticoccidial Powder) 100g,2840,0
646,30704,WANDA 2 Tier Battery Cage with PVC Feeder [80 Birds],880,0
645,30453,Siamese Fighter (Betta) Ornamental Fish for Aquarium,876,0
644,30230,Quality Point of Lay Hens | Lohmann Classic Brown | Olam Farms (14 Weeks-PreOrder),4019,0
643,30097,Nwura Wura (Non-Selective Herbicide) -1L,2856,0
642,30062,Pelleted Feed for Chicks (Vital Feed brand) - 25kg Bag,2701,0
641,30031,Embaceryl Antibiotics and Multivitamins -100g,2840,0
640,30002,Super Starter for Broilers (Pellets | Vital Feed Brand) - 25kg Bag,2701,0
639,29994,Broiler Starter Pellets (Vital Feeds Brand) - 25kg Bag,2701,0
638,29891,Vital Finisher Feed (for Broilers) - 25kg Bag,2701,0
637,29870,Vital Feed Eggmaxx (Layer Crumbles) - 25kg Bag,2701,0
636,29823,Hybrid Blowpipe Kit for Humane Immobilization/Treatment of Animals (Evet Brand),2768,0
635,29761,Vital Fish Feed Pellets for Catfish - 15kg,968,0
634,29757,Vital Feed for Growers (Pellets | Crumbles) - 25kg Bag,2701,0
633,29639,Broiler Finisher Concentrate (Agricare Brand) - 25Kg Bag,4104,0
632,29534,MiaAqua Protein (20% Fish Concentrate) - 25kg,4104,0
631,28967,Bazuki Farm Tricycle (Basco Brand),880,0
630,28864,Auto Cup Drinkers for Poultry,3034,0
629,28630,CP15 Evolution Knapsack Sprayer (Standard Model | Cooper Pegler Brand) 15L,880,0
628,28557,Feed Pelleting Machine (Single/Triple Phase Model | Electric Powered),880,0
627,28549,"AminoVitaConc (Vitamins, Amino-acids and Electrolytes) 150g",2839,0
626,28343,APA Flo-Do-P (Florfenicol-Doxycycline)-100g,2840,0
625,28268,APA Ultra Strepen P,2840,0
624,31778,Nipple Drinker with Drip Cup for Poultry,880,0
623,28172,Aquatic Aerator (Air Pump for Aquarium/Fish Tanks) - 3.5W,880,0
622,27646,Day-Old Chikun Pullets (Olam Brand | Pre-Order),2848,0
621,27503,"NUFOCOLI + NUFOSALM (Probiotic, Acidifier, Antimicrobial Feed Additive)",2842,0
620,27283,VitaMix BCP Premix (Broiler Chicks and Pullets),4105,0
619,26313,Pre-Starter Feed for Poultry (Hendrix Brand) - 25kg Bag,2701,0
618,26184,Clarias gariepinus Broodstock (Premature/Mature),876,0
617,25636,VitaMix L (Layer Premix),4105,0
616,25634,VitaMix HL (High Layer Premix),4105,0
615,25630,VitaMix SB (Super Breeder) Premix,4105,0
614,25625,VitaMix GBF (Grower and Broiler Finisher) Premix,4105,0
613,25079,Bell Drinker for Poultry,3455,0
612,24879,SangroVit (Phytobiotics),2839,0
611,24677,NAGGE MIX® BEEF PREMIX,2842,0
610,24676,NAGGE MIX® DAIRY PREMIX,2842,0
609,24640,Coryl Sp - Antibiotic/Multivitamin for Poultry,2840,0
608,24598,BIO-MIX Layer Special Premix (Plus Natural Yolk Colorant),2842,0
607,24561,BIO-MIX Layers Premix + Natural Yolk Colorant,2842,0
606,24411,Electric Hand Debeaker,880,0
605,24299,BIO-MIX Layer Special Premix,2842,0
604,24298,BIO-MIX Broiler Finisher Premix,2842,0
603,24288,BIO-MIX Breeders (Poultry Premix),2842,0
602,24238,BIO-MIX Chicks (Poultry Premix),2842,0
601,24234,BIO-MIX For Layers (Poultry Premix),2842,0
600,24023,BIO-VITASTRESS (Poultry/Livestock Supplement),2839,0
599,24007,Bio-Sel Poultry Feed Supplement,2842,0
598,23893,Abro Spray Paint Chrome Color,2834,0
597,23888,3M Masking Paper Tape,2834,0
596,23884,Abro Paper Masking Tape,2834,0
595,23883,Abro Paper Masking Tape,2834,0
594,23206,SelEmmune Liquid (Vitamin E+Selenium+Biotin+Folic Acid),2839,0
593,21325,WEEDOFF CONTACT HERBICIDE - 1 LITRE,2856,0
592,24236,BIO-MIX Growers (Poultry Premix),2842,0
591,20239,Choline Chloride - Feed Additive for Livestock,2842,0
590,22884,Heteroclarias Hybrid Juveniles/Jumbo Juveniles,876,0
589,22841,96 Chicken Eggs Capacity Egg Incubator - Electricity Powered with Temperature/Humidity Alarm,880,0
588,22680,Automatic Bell Drinkers For Poultry (With Elongated Bell),880,0
587,22678,Bell Drinkers for Floor Reared Poultry,3455,0
586,20217,LiverVital Oral (Systematic Liver Booster),5143,0
585,20184,Miavit Powder - Oral Multivitamin Additive,2842,0
584,18941,"Bell Automatic Drinker For Broilers, Kuroiler in Nigeria",2564,0
583,18934,4-Tier A-type Hot-dipped Chicken Cage in Nigeria,2622,0
582,18749,Chicks Concentrate (Hybrid Brand) - 25 kg Bag,2701,0
581,18741,Chick Feeds Concentrate (Hybrid Brand) - 25 Kg Bag,2701,0
580,18568,Broiler Starter Mash (Hybrid Brand) - 25kg Bag,2701,0
579,18494,High Quality Adjustable Automatic Injector- 2ml,880,0
578,18011,AROJIN Solar Power System (3.5KVA HYBRID INVERTER),880,0
577,18004,AROJIN Solar Power System (500VA HYBRID INVERTER),880,0
576,18002,AROJIN Solar Power System (200W HYBRID INVERTER),880,0
575,17911,AROJIN Solar Power System (2.5 KVA HYBRID INVERTER),880,0
574,17893,AROJIN Portable 1KVA Hybrid Inverter System (Complete Kit),880,0
573,16484,Formagene - Terminal Fumigant for Poultry and Livestock Houses,2841,0
572,11772,Flat Die Feed Pelleting Machine,880,0
571,64775,Intensive Virtual Training on Catfish Farming,5145,0
570,64592,Kabeer | Pressurized Hand Sprayer,5129,0
569,64568,Parmor Herbicide (Non-Selective Contact Herbicide | 1L),5129,0
568,64190,Maxi MKP (Monopotassium Phosphate Fertilizer | 25kg),5129,0
567,63806,Rabbit Hay Supplement (75% Hay | 25kg Bags),2701,0
566,63803,Rabbit Breeder Feed (Bella Brand | 25kg Bags),2701,0
565,63798,Rabbit Weaner Feed (Bella Brand | 25kg Bags),2701,0
564,63768,Irrigation Rain Gun,880,0
563,59106,Amprolium 250WSP (Kepro-Holland) 100g,2859,0
562,63728,Poultry Defeathering Machine (Electric-Powered | Model A | Model B | Model C),880,0
561,63500,Caterpillar Force (Insecticide | 100g),5129,0
560,63490,Lancer Acephate 750 SP (Insecticide | 250g),5129,0
559,63481,Maxi Calci N (Calcium Salt | 25kg Bags),5129,0
558,63473,Gloria Star F1 Cabbage Seeds (Syngenta | 25g),5140,0
557,63212,"Thuja Plant (""""Christmas Tree"""")",5140,0
556,63102,Power Chew Textured Ring Toy (Nylabone Brand),5421,0
555,62822,Cultivator (Mini Tiller | 3.6L Tank Capacity),880,0
554,62407,5 Days Intensive Training on Feed Formulation,5145,0
553,62108,Seed Trays (Nursery Trays | 104 Cells),880,0
552,62104,Agrovert Foliar Fertilizer (NPK 20:20:20 | 1kg),4793,0
551,62053,Hand Sprayer (Magic Farms Logo|16L),880,0
550,62017,Soybean Derivatives (Soybean Meal | Full-Fat Soya | Soya Crude Oil),5140,0
549,62009,Soya Cake (Protein for Feeds | 50kg),5134,0
548,61892,Sweet Orange Seedlings (Citrus),5140,0
547,61886,Plantain Sucker (Packaged in Sacks),5140,0
546,61881,DMBL Urea Fertilizer (46% Nitrogen | 10kg Bags),5129,0
545,61838,Topfeeds Layer Mash - 25kg,2701,0
544,61826,Poultry Transport Crates (With Access Door),880,0
543,61823,Automatic Nipple Drinkers With Drip Cups,880,0
542,61821,Automatic Nipple Drinker (Pack of 100 Pieces),880,0
541,61820,WHYTT Automatic Injector/Vaccinator (For Pigs and Other Livestock),880,0
540,61813,ThaMa 220 Automatic Poultry Vaccinator/ Injector,880,0
539,61708,Top Feeds Super Starter 25kg,2701,0
538,61653,Ruminant Beef Supplement (Animal Care | 25kg),4105,0
537,61631,Broiler Grower Feed (Hendrix Brand | 25kg),2701,0
536,61625,Broiler Starter Feed (Hendrix Brand | 25kg),2701,0
535,61602,Whole chicken,5520,0
534,61513,Ruminant Feedlot Ration for Prestarters (50kg),2701,0
533,61509,Ruminant Dairy Supplement (Milk | 25kg),2701,0
532,61507,Ruminant Feedlot Ration for Finishers (Beef/50kg),2701,0
531,61504,Ruminant Feedlot Ration for Growers (Beef/ 50kg),2701,0
530,61497,Ruminant Feedlot Ration for Starters (Beef | 50kg),2701,0
529,61492,Breeder Concentrate 50% (Animal Care | 25 kg),2701,0
528,61485,Growfast Concentrate 60% (Animal Care | 25 kg),2701,0
527,61482,50% Laymore Concentrate (Animal Care | 25kg),2701,0
526,61283,Cold Room (NPI Cool | 5HP | 7.5HP),880,0
525,60588,SR 420 Mistblower (13Liters Container Capacity),880,0
524,60586,BR 420 Backpack Blower (19N Blowing Force),880,0
523,60584,BG 56D Blower (Low Noise | 9N Blowing Force),880,0
522,60582,HS 45 Hedge Trimmer (Light Introductory Model),880,0
521,60580,MS 382 Chain Saw (Motorsäge),880,0
520,60568,MS 780 Chain Saw (Bar Length 90cm),880,0
519,60549,Globafix Plus (Toxin Binder),2842,0
518,60371,Rubber Grommet (For Drip Irrigation | 100Pcs/Pack),880,0
517,60288,Atlas Egg Boost Multivitamin (150g Per Sachet),2839,0
516,60172,Wheat Offal (Wheat Bran | Golden Penny Brand) - 50kg,2701,0
515,60163,Wheat Offal (Wheat Bran | Flour Mills-Golden Penny Brand) - 50kg,4105,0
514,59939,Zartech Pullets (Commercial Day-Old Pullets | ISA Brown) - PreOrder,2848,0
513,59858,Start Connector (For Drip Irrigation | 100Pcs/Pack),880,0
512,59790,High Quality Fishmeal  (999 Brand | 72%),968,0
511,59357,Layflat Connector (Without Valve | 100 Pcs/Pack),880,0
510,59355,Lock Coupling for Drip Irrigation (Joiner | 100 Pcs/Pack),880,0
509,59349,End Plug for Drip Irrigation Systems (End Cap | 100 Pieces/Pack),880,0
508,59261,Hybrid Red Chilli Pepper Seeds (Demon F1 Variety | EastWest Brand) - 5g,4574,0
507,59212,Ortiva Top (Fungicide | 500mL Bottles),5154,0
506,66279,Glyphosate 1 | Herbicide | 1 L,5129,0
505,59189,YHKY Infrared Thermometer (YHKY-2000 Model),880,0
504,59161,Matured Exotic Turkey (Male Turkey | Female Turkey),2829,0
503,59153,Matured Broilers (6 Weeks Live Zartech Broilers),2622,0
502,59135,Digital Grain Moisture Meter (Handheld Probe Model),880,0
501,59134,Protective Face Shield (Anti-Splash/Anti-Droplet | Transparent PE Film),6298,0
500,59080,Calcium Nitrate Fertilizer (YaraLiva&#x2122; Nitrabor | 25kg Bag),4793,0
499,59076,Coco Peat (Washed &amp; Buffered | 5Kg Blocks),4793,0
498,58997,WANDA 4 Tier Battery Cage with Premium PVC Feeder [160 Birds],880,0
497,58890,Cowpea Seeds (Black-Eyed Peas | Premium Varieties | 50kg Bags),5141,0
496,58881,Maize Seeds (Premium Varieties | 50kg Bags),5141,0
495,58866,Soybean By-Products (Soyabean Meal | Full-Fat Soya),5140,0
494,58806,Caterpillar Force (Non-Systemic Insecticide | 100g),5129,0
493,58804,Fisemvitapeak (500mL | 1L | 2L | 4L),2839,0
492,58797,Immune Booster Extra Plus (500mL | 1L | 2L | 4L),2839,0
491,58790,Broiler Booster Super Tonic (500mL | 1L | 2L | 4L),2839,0
490,58780,Tylospicol (Antibitiotics | 100g),2840,0
489,58766,Insemination Bags (Sheath For Cattle),880,0
488,58754,Dissecting Sets (Set of 14 Equipment),2768,0
487,58747,Vaginal Speculum (Obstetrical Equipment for Cattle),880,0
486,58724,Cattle Trocar (With Cannula),880,0
485,58720,Drenching Gun (For Cattle),880,0
484,58712,Stomach Tube (For Cattle),880,0
483,58668,Oven (2 in 1 Oven | Different Capacities),880,0
482,58592,V-OX Ultimate Virucide (Disinfectant | 100g),2841,0
481,58529,Face Shield (Transparent PE Film | Convenient),6298,0
480,58478,Electric Poultry Beak Trimming Machine,880,0
479,58469,Dried Catfish (Oven-Dried | Cheddy Brand | Per kg),876,0
478,58466,Cattle Branding Equipment (Ink Model),880,0
477,58461,Bull Holder (For Cattle Restraint),880,0
476,58459,Cattle Crush (With Weight Measurement),880,0
475,58451,Adjustable Headlock (For Cattle Restraint),880,0
474,58440,Sortexed Rice (Foreign/Local Rice | 50kg Bags),5141,0
473,58438,Dried Catfish (Oven-Dried | Jumos Brand | Per kg),876,0
472,58104,KEPROMEC Oral (Ivermectin | KEPRO-Holland),3388,0
471,58014,Whole Chicken (Farm-Fresh Meat | 1.5kg/Chicken),5521,0
470,57982,Soybean Derivatives (Soyabean Meal | Full-Fat Soya | Soya Crude Oil),5140,0
469,57976,Cloth Nose Masks (Made in Nigeria),5452,0
468,57908,Cloth Face Masks (Rectangular/Curved Ankara Masks),5452,0
467,57824,4 Weeks Old Broilers (Live Birds | Arbor Acres Plus | Ross 308) 10 Chicks/Carton,2622,0
466,57537,Force Top Herbicide (Pendimethalin 33%EC | 1Ltr),5129,0
465,57437,Royal Canin Maxi Starter (4kg | 15kg),2701,0
464,57431,Royal Canin Maxi Puppy (4kg | 10kg | 15kg),5421,0
463,57424,Royal Canin Maxi Adult (4kg | 10kg | 15kg),5421,0
462,57418,Royal Canin Mini Starter (3kg | 8.5kg),5421,0
461,57411,Royal Canin Mini Puppy (2kg | 4kg | 8kg),5421,0
460,57405,Royal Canin Mini Adult (2kg | 4kg | 8kg),2701,0
459,57401,Nutroplan (Beef Meat Loaf) | 24 Cans Per Pack,5421,0
458,57397,Nutroplan (Chicken Meat Loaf) | 24 Cans/Pack,5421,0
457,57392,Nutroplan (Lamb Meat Loaf) | 24 Cans Per Pack,5421,0
456,57389,Nutroplan (Chicken Chunks in Gravy) | 24 Cans Per Pack,5421,0
455,57381,Bravecto Chew (20-40kg Dogs | 40-56kg Dogs),3388,0
454,57375,Bravecto Chew (4.5-10kg Dogs | 10-20kg Dogs),3388,0
453,57372,Bravecto Chew (2-4.5kg Dogs | Chewable Tablets),3388,0
452,57367,Para-Plus Herbicide (Paraquat 20% SL | 1L),5129,0
451,57362,Knockdown Herbicide (Glyphosate 41% SL | 1L),5129,0
450,57328,Juvenile Local Turkeys (6 Weeks Old | 8 Weeks Old),2622,0
449,57251,Force Up (Herbicide | 1liter),5129,0
448,57242,AminoForce (Herbicide | 1 liter | 12pcs per Carton),5129,0
447,57238,DD Force (Insecticide | 250ml | 40pcs per Carton),5129,0
446,57231,Caterpillar Force (Non-Systemic Insecticide | 100g | 100pcs per ctn),5129,0
445,57227,Tomato Seeds (UC82B | 100g | 20pcs per Carton),5141,0
444,57222,Urea Fertilizer (Indorama | 50kg | 46% Nitrogen),5129,0
443,57216,Consult a Vet Doctor (Chat),2834,0
442,57084,Consult a Vet Doctor (Phone-Call),2834,0
441,57008,Touchdown Forte (Non-Selective Herbicide | 1L),5129,0
440,57005,Precision Seed and Fertilizer Planter,880,0
439,57003,Roundup Turbo (Herbicide | Carton of 12 Pcs),5129,0
438,56819,Coconut Seedlings (Nifor | Malaysian | Malaysian MATAG),5140,0
437,56667,Sarb Feeds for Catfish Growers (3mm | 4.5mm),4124,0
436,56662,Sarb Feed for Catfish (2mm | 40% CP | 15kg),4124,0
435,56657,Coppens Feeds for Catfish Growers (3mm | 4mm | 6mm),4124,0
434,56652,Coppens Feed for Catfish (Pregrowers | 2mm),4124,0
433,56648,Coppens Start Vivid (Fingerlings | 1.5mm),4124,0
432,56644,Coppens Starter Feeds for Catfish Fry,4124,0
431,56641,Coppens Feeds for Catfish Fry (0.5mm - 0.8mm),4124,0
